# InputID	ID	Mag	Magerr	RA	Decl	MJD	Blend
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01720	15.21514	56352.20672	0
SDSSJ0904+1512	1115047023830	17.09	0.08	136.01719	15.21515	56363.20372	0
SDSSJ0904+1512	1115047023830	16.99	0.08	136.01722	15.21516	56363.20876	0
SDSSJ0904+1512	1115047023830	17.00	0.08	136.01729	15.21516	56363.21385	0
SDSSJ0904+1512	1115047023830	17.07	0.08	136.01722	15.21517	56363.21893	0
SDSSJ0904+1512	1115047023830	16.94	0.09	136.01728	15.21503	56371.11757	0
SDSSJ0904+1512	1115047023830	17.07	0.10	136.01709	15.21516	56371.12101	0
SDSSJ0904+1512	1115047023830	16.95	0.10	136.01707	15.21519	56371.12438	0
SDSSJ0904+1512	1115047023830	16.92	0.09	136.01720	15.21515	56371.12777	0
SDSSJ0904+1512	1115047023830	17.15	0.09	136.01728	15.21510	55947.27021	0
SDSSJ0904+1512	1115047023830	17.20	0.09	136.01727	15.21509	55947.27535	0
SDSSJ0904+1512	1115047023830	17.16	0.09	136.01718	15.21511	55947.28042	0
SDSSJ0904+1512	1115047023830	17.24	0.09	136.01724	15.21512	55947.28551	0
SDSSJ0904+1512	1115047023830	17.11	0.11	136.01732	15.21510	56383.12233	0
SDSSJ0904+1512	1115047023830	17.09	0.11	136.01714	15.21519	56383.13019	0
SDSSJ0904+1512	1115047023830	17.04	0.10	136.01716	15.21517	56383.13806	0
SDSSJ0904+1512	1115047023830	17.02	0.09	136.01723	15.21513	56383.14979	0
SDSSJ0904+1512	1115047023830	17.06	0.08	136.01724	15.21515	56389.15145	0
SDSSJ0904+1512	1115047023830	17.01	0.08	136.01724	15.21512	56389.16226	0
SDSSJ0904+1512	1115047023830	16.96	0.08	136.01721	15.21519	56389.17322	0
SDSSJ0904+1512	1115047023830	16.98	0.08	136.01722	15.21516	56389.18419	0
SDSSJ0904+1512	1115047023830	17.04	0.08	136.01721	15.21517	56396.12638	0
SDSSJ0904+1512	1115047023830	17.04	0.09	136.01723	15.21511	56396.13373	0
SDSSJ0904+1512	1115047023830	17.05	0.08	136.01724	15.21511	56396.14110	0
SDSSJ0904+1512	1115047023830	17.02	0.08	136.01723	15.21512	56396.14854	0
SDSSJ0904+1512	1115047023830	17.18	0.09	136.01738	15.21519	56573.49871	0
SDSSJ0904+1512	1115047023830	17.15	0.09	136.01729	15.21516	56573.50211	0
SDSSJ0904+1512	1115047023830	17.25	0.09	136.01740	15.21522	56573.50541	0
SDSSJ0904+1512	1115047023830	17.07	0.08	136.01739	15.21517	56573.50871	0
SDSSJ0904+1512	2115122001592	17.62	0.07	136.01736	15.21516	53729.44927	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01735	15.21517	53729.45584	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01735	15.21515	53729.46234	0
SDSSJ0904+1512	2115122001592	17.61	0.07	136.01736	15.21517	53729.46882	0
SDSSJ0904+1512	2115122001592	17.53	0.07	136.01735	15.21516	53703.50069	0
SDSSJ0904+1512	2115122001592	17.56	0.07	136.01733	15.21516	53703.50574	0
SDSSJ0904+1512	2115122001592	17.52	0.07	136.01734	15.21514	53703.51088	0
SDSSJ0904+1512	2115122001592	17.51	0.07	136.01736	15.21517	53703.51604	0
SDSSJ0904+1512	2115122001592	17.53	0.07	136.01732	15.21517	53671.47654	0
SDSSJ0904+1512	2115122001592	17.42	0.07	136.01737	15.21516	53671.48345	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01732	15.21517	53671.49020	0
SDSSJ0904+1512	2115122001592	17.53	0.07	136.01733	15.21515	53671.49690	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01733	15.21517	53845.14628	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01735	15.21516	53845.15604	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01735	15.21517	53845.16576	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01735	15.21517	53845.17525	0
SDSSJ0904+1512	2115122001592	17.78	0.07	136.01734	15.21514	54081.42988	0
SDSSJ0904+1512	2115122001592	17.78	0.07	136.01733	15.21515	54081.44035	0
SDSSJ0904+1512	2115122001592	17.73	0.07	136.01730	15.21513	54081.45077	0
SDSSJ0904+1512	2115122001592	17.70	0.07	136.01734	15.21515	54081.46135	0
SDSSJ0904+1512	2115122001592	17.77	0.07	136.01736	15.21516	54096.34563	0
SDSSJ0904+1512	2115122001592	17.73	0.07	136.01735	15.21516	54096.35371	0
SDSSJ0904+1512	2115122001592	17.80	0.07	136.01734	15.21515	54096.36091	0
SDSSJ0904+1512	2115122001592	17.80	0.07	136.01734	15.21516	54096.36829	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01729	15.21514	53771.32627	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01737	15.21513	53771.33281	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01734	15.21518	53771.33945	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01735	15.21515	53771.34631	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01736	15.21515	53786.27394	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01734	15.21514	53786.28500	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01735	15.21516	53786.29495	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01735	15.21514	53786.30376	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01734	15.21515	53740.35067	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01734	15.21516	53740.35923	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01734	15.21515	53740.36781	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01735	15.21515	53740.37637	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01733	15.21511	53757.42091	0
SDSSJ0904+1512	2115122001592	17.63	0.06	136.01734	15.21512	53757.42490	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01732	15.21511	53757.42890	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01735	15.21512	53757.43292	0
SDSSJ0904+1512	2115122001592	17.55	0.07	136.01735	15.21515	53819.21132	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01736	15.21515	53819.21840	0
SDSSJ0904+1512	2115122001592	17.56	0.07	136.01736	15.21514	53819.22545	0
SDSSJ0904+1512	2115122001592	17.61	0.07	136.01736	15.21515	53819.23249	0
SDSSJ0904+1512	2115122001592	17.85	0.07	136.01733	15.21514	54054.42711	0
SDSSJ0904+1512	2115122001592	17.83	0.07	136.01733	15.21516	54054.43383	0
SDSSJ0904+1512	2115122001592	17.82	0.07	136.01734	15.21515	54054.44062	0
SDSSJ0904+1512	2115122001592	17.80	0.07	136.01731	15.21515	54054.44746	0
SDSSJ0904+1512	2115122001592	17.80	0.07	136.01733	15.21516	54067.49230	0
SDSSJ0904+1512	2115122001592	17.82	0.07	136.01736	15.21515	54067.49771	0
SDSSJ0904+1512	2115122001592	17.82	0.07	136.01734	15.21514	54067.50316	0
SDSSJ0904+1512	2115122001592	17.81	0.07	136.01735	15.21516	54067.50865	0
SDSSJ0904+1512	2115122001592	17.83	0.07	136.01731	15.21515	54035.43881	0
SDSSJ0904+1512	2115122001592	17.81	0.07	136.01735	15.21514	54035.44894	0
SDSSJ0904+1512	2115122001592	17.81	0.07	136.01735	15.21516	54035.45918	0
SDSSJ0904+1512	2115122001592	17.81	0.07	136.01731	15.21515	54035.46955	0
SDSSJ0904+1512	2115122001592	17.60	0.07	136.01734	15.21515	54201.17987	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01736	15.21515	54201.18663	0
SDSSJ0904+1512	2115122001592	17.60	0.07	136.01735	15.21518	54201.19329	0
SDSSJ0904+1512	2115122001592	17.58	0.07	136.01737	15.21516	54201.19993	0
SDSSJ0904+1512	2115122001592	17.70	0.07	136.01728	15.21512	54440.44505	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01728	15.21511	54440.45219	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01731	15.21511	54440.45944	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01731	15.21513	54440.46667	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01734	15.21509	54464.44600	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01739	15.21505	54464.45432	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01732	15.21509	54464.46266	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01732	15.21510	54464.47100	0
SDSSJ0904+1512	2115122001592	17.62	0.07	136.01735	15.21518	54137.33207	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01734	15.21513	54137.33925	0
SDSSJ0904+1512	2115122001592	17.62	0.07	136.01732	15.21513	54137.34655	0
SDSSJ0904+1512	2115122001592	17.62	0.07	136.01735	15.21512	54137.35383	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01735	15.21514	54144.24697	0
SDSSJ0904+1512	2115122001592	17.70	0.07	136.01734	15.21514	54144.25520	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01735	15.21517	54144.26370	0
SDSSJ0904+1512	2115122001592	17.72	0.07	136.01733	15.21515	54144.27211	0
SDSSJ0904+1512	2115122001592	17.74	0.07	136.01736	15.21514	54109.44509	0
SDSSJ0904+1512	2115122001592	17.78	0.07	136.01736	15.21514	54109.44950	0
SDSSJ0904+1512	2115122001592	17.74	0.07	136.01737	15.21515	54109.45406	0
SDSSJ0904+1512	2115122001592	17.72	0.07	136.01735	15.21516	54109.45859	0
SDSSJ0904+1512	2115122001592	17.60	0.07	136.01735	15.21516	54168.27318	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01735	15.21517	54168.27920	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01735	15.21515	54168.28523	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01736	15.21516	54168.29126	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01737	15.21517	54412.47683	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01733	15.21516	54412.48312	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01734	15.21515	54412.48923	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01734	15.21517	54412.49549	0
SDSSJ0904+1512	2115122001592	17.55	0.08	136.01734	15.21510	54380.51267	0
SDSSJ0904+1512	2115122001592	17.62	0.08	136.01736	15.21514	54380.51423	0
SDSSJ0904+1512	2115122001592	17.69	0.08	136.01735	15.21513	54380.51579	0
SDSSJ0904+1512	2115122001592	17.79	0.08	136.01735	15.21514	54380.51758	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01735	15.21516	54392.46312	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01735	15.21516	54392.46801	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01733	15.21516	54392.47307	0
SDSSJ0904+1512	2115122001592	17.69	0.07	136.01734	15.21515	54392.47802	0
SDSSJ0904+1512	2115122001592	17.55	0.07	136.01743	15.21513	54568.12352	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01734	15.21514	54568.13077	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01735	15.21516	54568.13810	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01733	15.21513	54568.14550	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01735	15.21513	54581.20614	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01737	15.21515	54581.21183	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01737	15.21515	54581.21738	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01736	15.21516	54581.22297	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01735	15.21515	54821.50298	0
SDSSJ0904+1512	2115122001592	17.58	0.07	136.01743	15.21512	54821.50829	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01735	15.21515	54821.51352	0
SDSSJ0904+1512	2115122001592	17.58	0.07	136.01736	15.21513	54821.51884	0
SDSSJ0904+1512	2115122001592	17.56	0.07	136.01735	15.21517	54520.25379	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01736	15.21514	54520.25934	0
SDSSJ0904+1512	2115122001592	17.72	0.07	136.01734	15.21510	54520.26490	0
SDSSJ0904+1512	2115122001592	17.70	0.07	136.01736	15.21514	54520.27048	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01735	15.21514	54495.30590	0
SDSSJ0904+1512	2115122001592	17.67	0.07	136.01735	15.21513	54495.31352	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01734	15.21513	54495.32119	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01734	15.21514	54495.32890	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01734	15.21515	54532.21315	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01735	15.21514	54532.21925	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01735	15.21515	54532.22535	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01735	15.21512	54532.23145	0
SDSSJ0904+1512	2115122001592	17.66	0.07	136.01735	15.21515	54539.22370	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01734	15.21517	54539.22967	0
SDSSJ0904+1512	2115122001592	17.63	0.07	136.01735	15.21517	54539.24302	0
SDSSJ0904+1512	2115122001592	17.68	0.07	136.01733	15.21513	54539.25053	0
SDSSJ0904+1512	2115122001592	17.65	0.07	136.01734	15.21513	54552.17900	0
SDSSJ0904+1512	2115122001592	17.61	0.07	136.01735	15.21517	54552.18514	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01736	15.21515	54552.19126	0
SDSSJ0904+1512	2115122001592	17.64	0.07	136.01735	15.21516	54552.19735	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01735	15.21514	54793.46800	0
SDSSJ0904+1512	2115122001592	17.56	0.07	136.01733	15.21514	54793.47302	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01736	15.21515	54793.47801	0
SDSSJ0904+1512	2115122001592	17.55	0.07	136.01733	15.21514	54793.48299	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01734	15.21513	54746.47927	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01733	15.21518	54746.48582	0
SDSSJ0904+1512	2115122001592	17.50	0.07	136.01729	15.21510	54746.49228	0
SDSSJ0904+1512	2115122001592	17.59	0.07	136.01735	15.21509	54746.49882	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01736	15.21514	54923.14529	0
SDSSJ0904+1512	2115122001592	17.55	0.07	136.01734	15.21514	54923.15350	0
SDSSJ0904+1512	2115122001592	17.57	0.07	136.01738	15.21514	54923.16174	0
SDSSJ0904+1512	2115122001592	17.52	0.07	136.01736	15.21514	54923.16999	0
SDSSJ0904+1512	2115122001592	17.41	0.07	136.01735	15.21515	55182.41904	0
SDSSJ0904+1512	2115122001592	17.34	0.07	136.01734	15.21513	55182.42604	0
SDSSJ0904+1512	2115122001592	17.32	0.07	136.01735	15.21516	55182.43308	0
SDSSJ0904+1512	2115122001592	17.37	0.07	136.01735	15.21514	55182.44020	0
SDSSJ0904+1512	2115122001592	17.55	0.07	136.01732	15.21509	54882.28507	0
SDSSJ0904+1512	2115122001592	17.54	0.07	136.01737	15.21507	54882.29234	0
SDSSJ0904+1512	2115122001592	17.56	0.07	136.01732	15.21510	54882.29965	0
SDSSJ0904+1512	2115122001592	17.58	0.07	136.01733	15.21510	54882.30702	0
SDSSJ0904+1512	2115122001592	17.52	0.07	136.01736	15.21516	54906.21510	0
SDSSJ0904+1512	2115122001592	17.54	0.07	136.01735	15.21515	54906.22326	0
SDSSJ0904+1512	2115122001592	17.51	0.07	136.01737	15.21516	54906.23149	0
SDSSJ0904+1512	2115122001592	17.52	0.07	136.01735	15.21517	54906.23960	0
SDSSJ0904+1512	2115122001592	17.40	0.07	136.01735	15.21512	55156.43935	0
SDSSJ0904+1512	2115122001592	17.39	0.07	136.01737	15.21514	55156.44758	0
SDSSJ0904+1512	2115122001592	17.39	0.07	136.01733	15.21515	55156.45524	0
SDSSJ0904+1512	2115122001592	17.40	0.07	136.01735	15.21516	55156.46282	0
SDSSJ0904+1512	2115122001592	17.42	0.07	136.01733	15.21515	55127.48066	0
SDSSJ0904+1512	2115122001592	17.42	0.07	136.01733	15.21514	55127.48632	0
SDSSJ0904+1512	2115122001592	17.44	0.07	136.01734	15.21514	55127.49195	0
SDSSJ0904+1512	2115122001592	17.44	0.07	136.01734	15.21514	55127.49750	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01734	15.21512	55293.22015	0
SDSSJ0904+1512	2115122001592	17.26	0.07	136.01734	15.21512	55293.22810	0
SDSSJ0904+1512	2115122001592	17.26	0.07	136.01732	15.21514	55293.23577	0
SDSSJ0904+1512	2115122001592	17.26	0.07	136.01732	15.21512	55293.24183	0
SDSSJ0904+1512	2115122001592	16.99	0.06	136.01734	15.21518	55538.43229	0
SDSSJ0904+1512	2115122001592	16.97	0.06	136.01734	15.21516	55538.43970	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01735	15.21517	55538.44706	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01734	15.21517	55538.45442	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01734	15.21515	55236.28067	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01735	15.21514	55236.29044	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01735	15.21514	55236.30020	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01735	15.21514	55236.30984	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01735	15.21515	55241.20615	0
SDSSJ0904+1512	2115122001592	17.30	0.07	136.01736	15.21514	55241.21444	0
SDSSJ0904+1512	2115122001592	17.33	0.07	136.01735	15.21514	55241.22284	0
SDSSJ0904+1512	2115122001592	17.32	0.07	136.01735	15.21513	55241.23117	0
SDSSJ0904+1512	2115122001592	17.27	0.07	136.01731	15.21517	55267.24601	0
SDSSJ0904+1512	2115122001592	17.25	0.07	136.01730	15.21513	55267.25459	0
SDSSJ0904+1512	2115122001592	17.29	0.07	136.01726	15.21516	55267.26315	0
SDSSJ0904+1512	2115122001592	17.27	0.07	136.01727	15.21514	55267.27174	0
SDSSJ0904+1512	2115122001592	16.99	0.06	136.01735	15.21516	55515.45792	0
SDSSJ0904+1512	2115122001592	17.00	0.06	136.01734	15.21514	55515.46361	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01735	15.21516	55515.46940	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01734	15.21515	55515.47521	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01737	15.21516	55599.44135	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01737	15.21516	55599.44829	0
SDSSJ0904+1512	2115122001592	17.03	0.06	136.01740	15.21516	55599.45532	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01739	15.21518	55599.46234	0
SDSSJ0904+1512	2115122001592	17.02	0.06	136.01734	15.21516	55617.18622	0
SDSSJ0904+1512	2115122001592	17.01	0.06	136.01734	15.21515	55617.19441	0
SDSSJ0904+1512	2115122001592	17.02	0.06	136.01735	15.21516	55617.20249	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01735	15.21515	55617.21067	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01734	15.21516	55573.29374	0
SDSSJ0904+1512	2115122001592	17.00	0.06	136.01734	15.21516	55573.29893	0
SDSSJ0904+1512	2115122001592	16.99	0.06	136.01735	15.21516	55573.30414	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01733	15.21516	55573.30942	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01735	15.21516	55628.18038	0
SDSSJ0904+1512	2115122001592	17.03	0.06	136.01734	15.21515	55628.18993	0
SDSSJ0904+1512	2115122001592	17.05	0.06	136.01735	15.21515	55628.19941	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01736	15.21515	55648.21707	0
SDSSJ0904+1512	2115122001592	17.01	0.06	136.01735	15.21515	55649.18000	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01736	15.21517	55649.18514	0
SDSSJ0904+1512	2115122001592	17.02	0.06	136.01736	15.21516	55649.19027	0
SDSSJ0904+1512	2115122001592	17.03	0.06	136.01735	15.21516	55649.19545	0
SDSSJ0904+1512	2115122001592	17.02	0.06	136.01737	15.21517	55694.19082	0
SDSSJ0904+1512	2115122001592	17.07	0.06	136.01736	15.21515	55694.19951	0
SDSSJ0904+1512	2115122001592	17.06	0.06	136.01738	15.21514	55694.20825	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01738	15.21515	55694.21699	0
SDSSJ0904+1512	2115122001592	17.15	0.06	136.01725	15.21514	55893.38013	0
SDSSJ0904+1512	2115122001592	17.12	0.06	136.01723	15.21512	55893.38950	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01724	15.21514	55893.39875	0
SDSSJ0904+1512	2115122001592	17.11	0.06	136.01726	15.21513	55893.40823	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01726	15.21513	55968.31446	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01727	15.21513	55968.32252	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01725	15.21513	55968.33060	0
SDSSJ0904+1512	2115122001592	17.14	0.06	136.01727	15.21513	55968.33871	0
SDSSJ0904+1512	2115122001592	17.14	0.06	136.01725	15.21513	55981.19021	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01724	15.21513	55981.19894	0
SDSSJ0904+1512	2115122001592	17.11	0.06	136.01726	15.21514	55981.20771	0
SDSSJ0904+1512	2115122001592	17.12	0.06	136.01725	15.21513	55981.21646	0
SDSSJ0904+1512	2115122001592	17.12	0.06	136.01725	15.21515	55988.18221	0
SDSSJ0904+1512	2115122001592	17.11	0.06	136.01724	15.21514	55988.18746	0
SDSSJ0904+1512	2115122001592	17.13	0.06	136.01725	15.21514	55988.19270	0
SDSSJ0904+1512	2115122001592	17.09	0.06	136.01726	15.21515	55988.19801	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01726	15.21515	56003.17864	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01725	15.21515	56003.18664	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01724	15.21515	56003.19475	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01726	15.21516	56003.20284	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01726	15.21514	56014.19251	0
SDSSJ0904+1512	2115122001592	17.09	0.06	136.01725	15.21514	56014.19774	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01727	15.21512	56014.20297	0
SDSSJ0904+1512	2115122001592	17.10	0.06	136.01725	15.21513	56014.20824	0
SDSSJ0904+1512	2115122001592	17.12	0.06	136.01725	15.21516	56069.15053	0
SDSSJ0904+1512	2115122001592	17.12	0.06	136.01726	15.21515	56069.15631	0
SDSSJ0904+1512	2115122001592	17.14	0.06	136.01728	15.21512	56069.16212	0
SDSSJ0904+1512	2115122001592	17.11	0.06	136.01726	15.21512	56069.16793	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01728	15.21515	56220.46660	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01728	15.21515	56220.47669	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01728	15.21514	56220.48690	0
SDSSJ0904+1512	2115122001592	16.93	0.06	136.01728	15.21515	56220.49710	0
SDSSJ0904+1512	2115122001592	16.92	0.06	136.01730	15.21516	56246.47498	0
SDSSJ0904+1512	2115122001592	16.93	0.06	136.01731	15.21515	56246.47862	0
SDSSJ0904+1512	2115122001592	16.92	0.06	136.01730	15.21513	56246.48231	0
SDSSJ0904+1512	2115122001592	16.91	0.06	136.01731	15.21514	56246.48594	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01731	15.21515	56270.46324	0
SDSSJ0904+1512	2115122001592	16.95	0.06	136.01731	15.21514	56270.46856	0
SDSSJ0904+1512	2115122001592	16.96	0.06	136.01730	15.21515	56270.47390	0
SDSSJ0904+1512	2115122001592	16.95	0.06	136.01729	15.21514	56270.47924	0
SDSSJ0904+1512	2115122001592	16.99	0.06	136.01728	15.21516	56310.33816	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01726	15.21517	56310.34460	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01728	15.21515	56310.35108	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01729	15.21516	56310.35762	0
SDSSJ0904+1512	2115122001592	16.99	0.06	136.01729	15.21516	56325.34305	0
SDSSJ0904+1512	2115122001592	17.02	0.07	136.01729	15.21516	56325.34650	0
SDSSJ0904+1512	2115122001592	16.98	0.07	136.01729	15.21517	56325.35002	0
SDSSJ0904+1512	2115122001592	16.98	0.07	136.01733	15.21514	56325.35351	0
SDSSJ0904+1512	2115122001592	17.01	0.06	136.01728	15.21515	56337.20861	0
SDSSJ0904+1512	2115122001592	16.98	0.06	136.01728	15.21512	56337.21389	0
SDSSJ0904+1512	2115122001592	17.00	0.06	136.01727	15.21515	56337.21924	0
SDSSJ0904+1512	2115122001592	17.00	0.06	136.01726	15.21514	56337.22449	0
SDSSJ0904+1512	2115122001592	16.97	0.07	136.01727	15.21517	56384.16092	0
SDSSJ0904+1512	2115122001592	17.03	0.07	136.01730	15.21515	56384.16570	0
SDSSJ0904+1512	2115122001592	17.00	0.07	136.01729	15.21515	56384.17054	0
SDSSJ0904+1512	2115122001592	16.98	0.07	136.01729	15.21515	56384.17533	0
SDSSJ0904+1512	2115122001592	17.03	0.06	136.01732	15.21513	56420.14586	0
SDSSJ0904+1512	2115122001592	17.06	0.06	136.01732	15.21514	56420.15288	0
SDSSJ0904+1512	2115122001592	17.04	0.06	136.01731	15.21515	56420.16012	0
SDSSJ0904+1512	2115122001592	17.03	0.06	136.01734	15.21511	56420.16719	0
SDSSJ0904+1512	2115122001592	17.19	0.06	136.01737	15.21519	56640.35542	0
SDSSJ0904+1512	2115122001592	17.19	0.06	136.01738	15.21522	56640.36134	0
SDSSJ0904+1512	2115122001592	17.17	0.06	136.01739	15.21520	56640.36726	0
SDSSJ0904+1512	2115122001592	17.20	0.06	136.01735	15.21520	56640.37318	0
HE1104-1805	1018057036970	16.72	0.08	166.63930	-18.35673	53791.35157	0
HE1104-1805	1018057036970	16.80	0.08	166.63925	-18.35666	53791.35991	0
HE1104-1805	1018057036970	16.66	0.08	166.63931	-18.35669	53791.36819	0
HE1104-1805	1018057036970	16.76	0.08	166.63929	-18.35670	53791.37655	0
HE1104-1805	1018057036970	16.76	0.16	166.63934	-18.35673	53765.36780	0
HE1104-1805	1018057036970	16.66	0.15	166.63926	-18.35671	53765.37109	0
HE1104-1805	1018057036970	16.75	0.15	166.63925	-18.35672	53765.37440	0
HE1104-1805	1018057036970	16.81	0.16	166.63923	-18.35667	53765.37770	0
HE1104-1805	1018057036970	16.56	0.07	166.63922	-18.35667	54173.29851	0
HE1104-1805	1018057036970	16.63	0.07	166.63922	-18.35669	54173.30610	0
HE1104-1805	1018057036970	16.57	0.07	166.63922	-18.35675	54173.31366	0
HE1104-1805	1018057036970	16.62	0.07	166.63922	-18.35670	54173.32123	0
HE1104-1805	1018057036970	16.69	0.08	166.63926	-18.35668	54179.22138	0
HE1104-1805	1018057036970	16.63	0.08	166.63920	-18.35667	54179.22838	0
HE1104-1805	1018057036970	16.62	0.08	166.63920	-18.35672	54179.23535	0
HE1104-1805	1018057036970	16.66	0.08	166.63924	-18.35665	54179.24236	0
HE1104-1805	1018057036970	16.66	0.08	166.63923	-18.35668	54418.49541	0
