# InputID	ID	Mag	Magerr	RA	Decl	MJD	Blend
Q1355-2257	1023069064296	16.90	0.08	208.93091	-22.95625	55629.42082	0
Q1355-2257	1023069064296	16.81	0.08	208.93084	-22.95632	55649.34831	0
Q1355-2257	1023069064296	16.74	0.07	208.93084	-22.95643	55649.35595	0
Q1355-2257	1023069064296	16.79	0.08	208.93090	-22.95630	55649.36362	0
Q1355-2257	1023069064296	16.76	0.07	208.93083	-22.95637	55649.37130	0
Q1355-2257	1023069064296	16.78	0.09	208.93083	-22.95641	55693.23934	0
Q1355-2257	1023069064296	16.65	0.08	208.93081	-22.95639	55693.24709	0
Q1355-2257	1023069064296	16.78	0.09	208.93088	-22.95626	55693.25484	0
Q1355-2257	1023069064296	16.73	0.08	208.93086	-22.95641	55693.26256	0
Q1355-2257	1023069064296	16.82	0.08	208.93082	-22.95631	55707.19812	0
Q1355-2257	1023069064296	16.88	0.08	208.93092	-22.95621	55707.20739	0
Q1355-2257	1023069064296	16.80	0.08	208.93087	-22.95635	55707.21666	0
Q1355-2257	1023069064296	16.81	0.08	208.93073	-22.95630	55707.22595	0
Q1355-2257	1023069064296	16.77	0.08	208.93089	-22.95643	56002.40829	0
Q1355-2257	1023069064296	16.74	0.08	208.93099	-22.95648	56002.41637	0
Q1355-2257	1023069064296	16.80	0.08	208.93088	-22.95641	56002.42441	0
Q1355-2257	1023069064296	16.73	0.08	208.93091	-22.95648	56002.43251	0
Q1355-2257	1023069064296	16.69	0.08	208.93083	-22.95645	56013.35321	0
Q1355-2257	1023069064296	16.80	0.08	208.93081	-22.95643	56013.35829	0
Q1355-2257	1023069064296	16.80	0.08	208.93095	-22.95646	56013.36338	0
Q1355-2257	1023069064296	16.71	0.08	208.93097	-22.95640	56013.36852	0
Q1355-2257	1023069064296	16.70	0.08	208.93097	-22.95638	56034.34321	0
Q1355-2257	1023069064296	16.79	0.08	208.93081	-22.95638	56034.34952	0
Q1355-2257	1023069064296	16.76	0.08	208.93092	-22.95638	56034.35598	0
Q1355-2257	1023069064296	16.76	0.08	208.93089	-22.95638	56034.36235	0
Q1355-2257	1023069064296	16.75	0.08	208.93089	-22.95636	56047.25266	0
Q1355-2257	1023069064296	16.78	0.08	208.93070	-22.95635	56047.25833	0
Q1355-2257	1023069064296	16.81	0.08	208.93095	-22.95636	56047.26401	0
Q1355-2257	1023069064296	16.63	0.08	208.93100	-22.95647	56047.26966	0
Q1355-2257	1023069064296	16.74	0.08	208.93095	-22.95642	56073.19967	0
Q1355-2257	1023069064296	16.67	0.08	208.93101	-22.95648	56073.20465	0
Q1355-2257	1023069064296	16.66	0.08	208.93101	-22.95639	56073.20973	0
Q1355-2257	1023069064296	16.81	0.08	208.93085	-22.95636	56073.21484	0
Q1355-2257	1023069064296	16.75	0.08	208.93088	-22.95629	56427.28558	0
Q1355-2257	1023069064296	16.67	0.08	208.93091	-22.95641	56427.29011	0
Q1355-2257	1023069064296	16.61	0.08	208.93092	-22.95645	56427.29464	0
Q1355-2257	1023069064296	16.64	0.08	208.93094	-22.95647	56427.29914	0
Q1355-2257	1023069064296	16.65	0.08	208.93084	-22.95632	56451.19651	0
Q1355-2257	1023069064296	16.56	0.08	208.93091	-22.95640	56451.20323	0
Q1355-2257	1023069064296	16.64	0.08	208.93088	-22.95633	56451.21000	0
Q1355-2257	1023069064296	16.62	0.08	208.93095	-22.95638	56451.21670	0
Q1355-2257	3023097025352	17.13	0.17	208.93099	-22.95647	53600.39744	0
Q1355-2257	3023097025352	17.37	0.19	208.93086	-22.95649	53600.40411	0
Q1355-2257	3023097025352	17.05	0.17	208.93092	-22.95646	53600.41087	0
Q1355-2257	3023097025352	16.95	0.16	208.93106	-22.95648	53600.41757	0
Q1355-2257	3023097025352	17.05	0.19	208.93101	-22.95643	53610.40546	0
Q1355-2257	3023097025352	17.06	0.19	208.93093	-22.95644	53610.41321	0
Q1355-2257	3023097025352	17.16	0.21	208.93102	-22.95649	53610.42094	0
Q1355-2257	3023097025352	17.19	0.21	208.93108	-22.95654	53610.42867	0
Q1355-2257	3023097025352	17.07	0.15	208.93095	-22.95656	53578.45211	0
Q1355-2257	3023097025352	17.10	0.15	208.93092	-22.95640	53578.45965	0
Q1355-2257	3023097025352	17.02	0.14	208.93086	-22.95647	53578.46719	0
Q1355-2257	3023097025352	17.08	0.15	208.93091	-22.95650	53578.47476	0
Q1355-2257	3023097025352	16.95	0.09	208.93093	-22.95643	53834.55111	0
Q1355-2257	3023097025352	17.09	0.09	208.93092	-22.95643	53834.56673	0
Q1355-2257	3023097025352	16.87	0.09	208.93095	-22.95646	53834.58217	0
Q1355-2257	3023097025352	16.76	0.09	208.93092	-22.95643	53834.59752	0
Q1355-2257	3023097025352	17.01	0.14	208.93099	-22.95641	53846.66815	0
Q1355-2257	3023097025352	16.99	0.14	208.93101	-22.95644	53846.67859	0
Q1355-2257	3023097025352	16.93	0.14	208.93099	-22.95649	53846.68906	0
Q1355-2257	3023097025352	17.01	0.14	208.93090	-22.95644	53846.69947	0
Q1355-2257	3023097025352	16.80	0.23	208.93083	-22.95650	53852.56857	0
Q1355-2257	3023097025352	16.83	0.27	208.93111	-22.95653	53852.57667	0
Q1355-2257	3023097025352	16.70	0.18	208.93100	-22.95641	53852.58473	0
Q1355-2257	3023097025352	17.21	0.34	208.93084	-22.95643	53852.59277	0
Q1355-2257	3023097025352	16.95	0.14	208.93088	-22.95642	53854.64200	0
Q1355-2257	3023097025352	17.05	0.15	208.93095	-22.95652	53854.65338	0
Q1355-2257	3023097025352	16.98	0.14	208.93102	-22.95646	53854.66470	0
Q1355-2257	3023097025352	16.89	0.14	208.93096	-22.95646	53854.67602	0
Q1355-2257	3023097025352	16.84	0.12	208.93106	-22.95640	53963.42146	0
Q1355-2257	3023097025352	16.84	0.12	208.93099	-22.95647	53963.43393	0
Q1355-2257	3023097025352	16.82	0.12	208.93105	-22.95646	53963.44641	0
Q1355-2257	3023097025352	16.87	0.13	208.93110	-22.95648	53963.45889	0
Q1355-2257	3023097025352	16.75	0.16	208.93090	-22.95641	54096.73574	0
Q1355-2257	3023097025352	16.81	0.16	208.93093	-22.95634	54096.73753	0
Q1355-2257	3023097025352	16.77	0.16	208.93088	-22.95655	54096.73934	0
Q1355-2257	3023097025352	16.95	0.17	208.93093	-22.95647	54096.74110	0
Q1355-2257	3023097025352	17.13	0.18	208.93093	-22.95648	53772.65378	0
Q1355-2257	3023097025352	16.93	0.16	208.93094	-22.95651	53772.66624	0
Q1355-2257	3023097025352	17.09	0.17	208.93093	-22.95641	53772.67854	0
Q1355-2257	3023097025352	17.03	0.17	208.93102	-22.95644	53772.69032	0
Q1355-2257	3023097025352	17.20	0.18	208.93093	-22.95639	53738.72200	0
Q1355-2257	3023097025352	17.17	0.18	208.93085	-22.95649	53738.72709	0
Q1355-2257	3023097025352	16.98	0.17	208.93084	-22.95651	53738.73217	0
Q1355-2257	3023097025352	16.82	0.15	208.93102	-22.95657	53738.73724	0
Q1355-2257	3023097025352	16.93	0.15	208.93108	-22.95647	53938.43713	0
Q1355-2257	3023097025352	16.90	0.15	208.93096	-22.95649	53938.44604	0
Q1355-2257	3023097025352	16.91	0.15	208.93093	-22.95645	53938.45497	0
Q1355-2257	3023097025352	16.93	0.15	208.93093	-22.95642	53938.46392	0
Q1355-2257	3023097025352	16.93	0.15	208.93088	-22.95632	53914.47260	0
Q1355-2257	3023097025352	16.94	0.15	208.93098	-22.95651	53914.48111	0
Q1355-2257	3023097025352	17.01	0.15	208.93101	-22.95639	53914.48962	0
Q1355-2257	3023097025352	17.05	0.16	208.93096	-22.95647	53914.49813	0
Q1355-2257	3023097025352	16.98	0.14	208.93090	-22.95654	53818.69446	0
Q1355-2257	3023097025352	17.05	0.14	208.93096	-22.95645	53818.70372	0
Q1355-2257	3023097025352	17.02	0.14	208.93102	-22.95644	53818.71328	0
Q1355-2257	3023097025352	16.91	0.14	208.93094	-22.95647	53818.72260	0
Q1355-2257	3023097025352	16.94	0.14	208.93097	-22.95648	53871.55863	0
Q1355-2257	3023097025352	16.84	0.14	208.93097	-22.95656	53871.56841	0
Q1355-2257	3023097025352	16.96	0.14	208.93098	-22.95645	53871.57831	0
Q1355-2257	3023097025352	16.95	0.14	208.93093	-22.95647	53871.58810	0
Q1355-2257	3023097025352	16.71	0.12	208.93099	-22.95647	54201.63928	0
Q1355-2257	3023097025352	16.80	0.13	208.93101	-22.95646	54201.65237	0
Q1355-2257	3023097025352	16.72	0.12	208.93095	-22.95647	54201.66549	0
Q1355-2257	3023097025352	16.91	0.13	208.93094	-22.95647	54201.67859	0
Q1355-2257	3023097025352	16.82	0.15	208.93095	-22.95646	54206.60160	0
Q1355-2257	3023097025352	16.76	0.15	208.93094	-22.95645	54206.61194	0
Q1355-2257	3023097025352	16.84	0.15	208.93088	-22.95646	54206.62233	0
Q1355-2257	3023097025352	16.91	0.16	208.93097	-22.95642	54206.63266	0
Q1355-2257	3023097025352	16.82	0.15	208.93104	-22.95643	54325.41904	0
Q1355-2257	3023097025352	16.83	0.15	208.93089	-22.95638	54325.42759	0
Q1355-2257	3023097025352	16.74	0.14	208.93089	-22.95664	54325.43620	0
Q1355-2257	3023097025352	16.93	0.15	208.93091	-22.95646	54325.44486	0
Q1355-2257	3023097025352	16.87	0.16	208.93087	-22.95646	54158.70376	0
Q1355-2257	3023097025352	16.93	0.33	208.93084	-22.95647	54158.72253	0
Q1355-2257	3023097025352	16.84	0.16	208.93092	-22.95646	54158.73156	0
Q1355-2257	3023097025352	16.86	0.15	208.93095	-22.95650	54130.72441	0
Q1355-2257	3023097025352	16.79	0.15	208.93090	-22.95639	54130.73049	0
Q1355-2257	3023097025352	16.79	0.15	208.93094	-22.95651	54130.73674	0
Q1355-2257	3023097025352	16.79	0.15	208.93088	-22.95647	54130.74304	0
Q1355-2257	3023097025352	16.84	0.12	208.93104	-22.95649	54298.45722	0
Q1355-2257	3023097025352	16.79	0.12	208.93101	-22.95642	54298.46542	0
Q1355-2257	3023097025352	16.79	0.12	208.93095	-22.95644	54298.47364	0
Q1355-2257	3023097025352	16.92	0.13	208.93099	-22.95648	54298.48185	0
Q1355-2257	3023097025352	16.78	0.12	208.93105	-22.95645	54273.53451	0
Q1355-2257	3023097025352	16.87	0.12	208.93097	-22.95651	54273.54600	0
Q1355-2257	3023097025352	16.83	0.12	208.93098	-22.95649	54273.55748	0
Q1355-2257	3023097025352	16.97	0.13	208.93100	-22.95641	54273.56899	0
Q1355-2257	3023097025352	16.72	0.12	208.93094	-22.95646	54173.62016	0
Q1355-2257	3023097025352	16.66	0.12	208.93081	-22.95655	54173.62983	0
Q1355-2257	3023097025352	16.71	0.12	208.93095	-22.95647	54173.63982	0
Q1355-2257	3023097025352	16.82	0.13	208.93093	-22.95649	54173.64996	0
Q1355-2257	3023097025352	16.91	0.16	208.93091	-22.95643	54187.55001	0
Q1355-2257	3023097025352	16.88	0.16	208.93094	-22.95646	54187.56072	0
Q1355-2257	3023097025352	16.85	0.15	208.93098	-22.95645	54187.57140	0
Q1355-2257	3023097025352	16.80	0.15	208.93098	-22.95644	54187.58205	0
Q1355-2257	3023097025352	16.81	0.15	208.93092	-22.95649	54233.57145	0
Q1355-2257	3023097025352	16.83	0.16	208.93091	-22.95654	54233.58082	0
Q1355-2257	3023097025352	16.78	0.15	208.93097	-22.95645	54233.59025	0
Q1355-2257	3023097025352	16.82	0.16	208.93095	-22.95648	54233.59974	0
Q1355-2257	3023097025352	16.81	0.11	208.93098	-22.95639	54706.38197	0
Q1355-2257	3023097025352	16.90	0.12	208.93099	-22.95644	54706.39018	0
Q1355-2257	3023097025352	16.89	0.12	208.93104	-22.95640	54706.39839	0
Q1355-2257	3023097025352	16.93	0.12	208.93098	-22.95654	54706.40659	0
Q1355-2257	3023097025352	16.81	0.16	208.93087	-22.95647	54476.69965	0
Q1355-2257	3023097025352	16.75	0.15	208.93090	-22.95652	54476.70654	0
Q1355-2257	3023097025352	16.66	0.14	208.93094	-22.95645	54476.71344	0
Q1355-2257	3023097025352	16.72	0.15	208.93096	-22.95638	54476.72039	0
Q1355-2257	3023097025352	16.93	0.17	208.93103	-22.95645	54675.44463	0
Q1355-2257	3023097025352	16.86	0.13	208.93099	-22.95644	54675.44972	0
Q1355-2257	3023097025352	16.86	0.14	208.93100	-22.95649	54675.45479	0
Q1355-2257	3023097025352	16.88	0.14	208.93099	-22.95637	54675.45985	0
Q1355-2257	3023097025352	16.91	0.11	208.93091	-22.95637	54623.55422	0
Q1355-2257	3023097025352	16.86	0.11	208.93094	-22.95646	54623.56068	0
Q1355-2257	3023097025352	16.88	0.11	208.93097	-22.95649	54623.56713	0
Q1355-2257	3023097025352	16.86	0.11	208.93097	-22.95645	54623.57360	0
Q1355-2257	3023097025352	16.85	0.11	208.93094	-22.95649	54643.44527	0
Q1355-2257	3023097025352	16.86	0.11	208.93104	-22.95649	54643.45612	0
Q1355-2257	3023097025352	16.82	0.11	208.93100	-22.95649	54643.46691	0
Q1355-2257	3023097025352	16.81	0.11	208.93103	-22.95650	54643.47773	0
Q1355-2257	3023097025352	16.82	0.14	208.93097	-22.95643	54536.76655	0
Q1355-2257	3023097025352	16.77	0.14	208.93102	-22.95647	54536.77349	0
Q1355-2257	3023097025352	16.79	0.14	208.93119	-22.95645	54536.78048	0
Q1355-2257	3023097025352	16.43	0.12	208.93064	-22.95633	54536.78745	0
Q1355-2257	3023097025352	16.79	0.10	208.93101	-22.95653	54593.60732	0
Q1355-2257	3023097025352	16.71	0.10	208.93097	-22.95651	54593.61937	0
Q1355-2257	3023097025352	16.76	0.10	208.93099	-22.95645	54593.63134	0
Q1355-2257	3023097025352	16.90	0.11	208.93102	-22.95643	54593.64334	0
Q1355-2257	3023097025352	16.68	0.10	208.93099	-22.95635	54600.51567	0
Q1355-2257	3023097025352	16.82	0.11	208.93093	-22.95638	54600.52684	0
Q1355-2257	3023097025352	16.77	0.11	208.93089	-22.95635	54600.53784	0
Q1355-2257	3023097025352	16.72	0.11	208.93101	-22.95649	54600.54886	0
Q1355-2257	3023097025352	16.84	0.13	208.93104	-22.95643	54936.68873	0
Q1355-2257	3023097025352	16.85	0.13	208.93096	-22.95643	54936.69893	0
Q1355-2257	3023097025352	17.02	0.14	208.93086	-22.95647	54936.70916	0
Q1355-2257	3023097025352	16.92	0.14	208.93097	-22.95648	54936.71946	0
Q1355-2257	3023097025352	17.03	0.12	208.93101	-22.95647	54951.66073	0
Q1355-2257	3023097025352	17.03	0.13	208.93097	-22.95646	54951.66884	0
Q1355-2257	3023097025352	17.08	0.14	208.93090	-22.95642	54951.67700	0
Q1355-2257	3023097025352	17.02	0.13	208.93091	-22.95647	54951.68512	0
Q1355-2257	3023097025352	17.02	0.12	208.93084	-22.95640	54845.69532	0
Q1355-2257	3023097025352	16.87	0.12	208.93093	-22.95636	54845.70656	0
Q1355-2257	3023097025352	16.97	0.12	208.93096	-22.95647	54845.71793	0
Q1355-2257	3023097025352	16.96	0.12	208.93095	-22.95650	54845.72922	0
Q1355-2257	3023097025352	17.04	0.16	208.93097	-22.95653	55023.50358	0
Q1355-2257	3023097025352	16.91	0.15	208.93102	-22.95652	55023.50985	0
Q1355-2257	3023097025352	16.95	0.15	208.93097	-22.95650	55023.51616	0
Q1355-2257	3023097025352	16.97	0.15	208.93096	-22.95638	55023.52250	0
Q1355-2257	3023097025352	17.04	0.11	208.93096	-22.95649	55000.54092	0
Q1355-2257	3023097025352	17.01	0.11	208.93097	-22.95642	55000.55070	0
Q1355-2257	3023097025352	16.99	0.11	208.93099	-22.95643	55000.56048	0
Q1355-2257	3023097025352	16.94	0.11	208.93104	-22.95649	55000.57027	0
Q1355-2257	3023097025352	17.00	0.12	208.93098	-22.95641	54906.74459	0
Q1355-2257	3023097025352	16.83	0.11	208.93089	-22.95649	54906.75329	0
Q1355-2257	3023097025352	16.95	0.12	208.93097	-22.95635	54906.76206	0
Q1355-2257	3023097025352	17.03	0.12	208.93093	-22.95638	54906.77076	0
Q1355-2257	3023097025352	17.03	0.10	208.93095	-22.95645	54917.74215	0
Q1355-2257	3023097025352	17.00	0.10	208.93099	-22.95643	54917.75140	0
Q1355-2257	3023097025352	17.04	0.10	208.93103	-22.95646	54917.76066	0
Q1355-2257	3023097025352	17.10	0.10	208.93095	-22.95638	54917.76992	0
Q1355-2257	3023097025352	16.94	0.09	208.93093	-22.95647	54956.59340	0
Q1355-2257	3023097025352	17.07	0.10	208.93087	-22.95642	54956.60753	0
Q1355-2257	3023097025352	16.98	0.10	208.93093	-22.95639	54956.62168	0
Q1355-2257	3023097025352	16.99	0.10	208.93101	-22.95649	54956.63583	0
Q1355-2257	3023097025352	16.95	0.14	208.93097	-22.95637	54964.56978	0
Q1355-2257	3023097025352	16.95	0.15	208.93097	-22.95644	54964.57867	0
Q1355-2257	3023097025352	16.95	0.15	208.93094	-22.95641	54964.58760	0
Q1355-2257	3023097025352	16.94	0.14	208.93094	-22.95651	54964.59649	0
Q1355-2257	3023097025352	16.88	0.14	208.93097	-22.95637	54976.51617	0
Q1355-2257	3023097025352	16.97	0.14	208.93095	-22.95641	54976.52291	0
Q1355-2257	3023097025352	16.98	0.14	208.93092	-22.95648	54976.52965	0
Q1355-2257	3023097025352	16.97	0.14	208.93095	-22.95636	54976.53642	0
Q1355-2257	3023097025352	16.96	0.16	208.93091	-22.95636	55220.68094	0
Q1355-2257	3023097025352	17.01	0.21	208.93083	-22.95627	55220.70585	0
Q1355-2257	3023097025352	16.76	0.11	208.93091	-22.95650	55394.38578	0
Q1355-2257	3023097025352	16.78	0.15	208.93087	-22.95647	55355.50118	0
Q1355-2257	3023097025352	16.92	0.16	208.93095	-22.95650	55355.53283	0
Q1355-2257	3023097025352	16.94	0.13	208.93100	-22.95648	55270.72565	0
Q1355-2257	3023097025352	16.92	0.12	208.93094	-22.95638	55325.56225	0
Q1355-2257	3023097025352	16.93	0.12	208.93094	-22.95643	55657.72881	0
Q1355-2257	3023097025352	16.82	0.11	208.93103	-22.95647	55657.76309	0
Q1355-2257	3023097025352	16.87	0.11	208.93091	-22.95645	55676.60683	0
Q1355-2257	3023097025352	16.88	0.11	208.93096	-22.95646	55676.65442	0
Q1355-2257	3023097025352	16.80	0.12	208.93090	-22.95644	55685.58316	0
Q1355-2257	3023097025352	16.90	0.12	208.93095	-22.95649	55685.61887	0
Q1355-2257	3023097025352	16.78	0.12	208.93087	-22.95648	55690.60727	0
Q1355-2257	3023097025352	16.86	0.11	208.93124	-22.95643	55690.65436	0
Q1355-2257	3023097025352	16.72	0.18	208.93086	-22.95657	54158.74046	0
Q1355-2257	3023097025352	16.82	0.15	208.93093	-22.95649	54158.74902	0
Q1355-2257	3023097025352	16.79	0.15	208.93103	-22.95656	54158.75753	0
Q1355-2257	3023097025352	16.81	0.15	208.93099	-22.95640	54158.76602	0
Q1355-2257	3023097025352	16.87	0.16	208.93087	-22.95646	54158.70376	0
Q1355-2257	3023097025352	16.84	0.16	208.93092	-22.95646	54158.73156	0
Q1355-2257	3023097025352	16.82	0.15	208.93093	-22.95649	54158.74902	0
Q1355-2257	3023097025352	16.81	0.15	208.93099	-22.95640	54158.76602	0
Q1355-2257	3023097025352	16.76	0.10	208.93096	-22.95646	55737.51844	0
Q1355-2257	3023097025352	16.78	0.10	208.93104	-22.95643	55737.52918	0
Q1355-2257	3023097025352	16.76	0.10	208.93094	-22.95648	55737.53989	0
Q1355-2257	3023097025352	16.71	0.09	208.93099	-22.95652	55737.55060	0
Q1355-2257	3023097025352	16.79	0.12	208.93097	-22.95649	55762.40804	0
Q1355-2257	3023097025352	16.83	0.12	208.93093	-22.95644	55762.41686	0
Q1355-2257	3023097025352	16.89	0.12	208.93091	-22.95646	55762.42574	0
Q1355-2257	3023097025352	16.82	0.12	208.93099	-22.95646	55762.43456	0
Q1355-2257	3023097025352	16.87	0.11	208.93093	-22.95647	55795.40439	0
Q1355-2257	3023097025352	16.86	0.11	208.93097	-22.95650	55795.41152	0
Q1355-2257	3023097025352	16.81	0.11	208.93097	-22.95638	55795.41857	0
Q1355-2257	3023097025352	16.82	0.11	208.93088	-22.95650	55795.42559	0
Q1355-2257	3023097025352	16.66	0.11	208.93094	-22.95653	55962.69188	0
Q1355-2257	3023097025352	16.59	0.11	208.93089	-22.95641	55962.70312	0
Q1355-2257	3023097025352	16.70	0.11	208.93102	-22.95645	55962.71444	0
Q1355-2257	3023097025352	16.67	0.11	208.93092	-22.95646	55962.72678	0
Q1355-2257	3023097025352	16.64	0.10	208.93091	-22.95650	56058.58397	0
Q1355-2257	3023097025352	16.82	0.10	208.93094	-22.95641	56058.59797	0
Q1355-2257	3023097025352	16.75	0.10	208.93095	-22.95644	56058.61073	0
Q1355-2257	3023097025352	16.68	0.10	208.93090	-22.95641	56058.62348	0
Q1355-2257	3023097025352	16.62	0.10	208.93098	-22.95647	56068.50674	0
Q1355-2257	3023097025352	16.67	0.10	208.93092	-22.95646	56068.51753	0
Q1355-2257	3023097025352	16.65	0.10	208.93095	-22.95646	56068.52836	0
Q1355-2257	3023097025352	16.77	0.10	208.93093	-22.95645	56068.53931	0
Q1355-2257	3023097025352	16.68	0.11	208.93092	-22.95649	56092.49366	0
Q1355-2257	3023097025352	16.71	0.11	208.93097	-22.95648	56092.50499	0
Q1355-2257	3023097025352	16.77	0.10	208.93097	-22.95648	56092.51638	0
Q1355-2257	3023097025352	16.78	0.10	208.93098	-22.95656	56092.52781	0
Q1355-2257	3023097025352	16.75	0.10	208.93104	-22.95647	56128.46299	0
Q1355-2257	3023097025352	16.75	0.10	208.93095	-22.95645	56128.47565	0
Q1355-2257	3023097025352	16.65	0.09	208.93096	-22.95646	56128.49074	0
Q1355-2257	3023097025352	16.66	0.10	208.93100	-22.95646	56128.50342	0
Q1355-2257	3023097025352	16.58	0.10	208.93099	-22.95651	56362.72108	0
Q1355-2257	3023097025352	16.63	0.10	208.93088	-22.95644	56362.73179	0
Q1355-2257	3023097025352	16.58	0.10	208.93096	-22.95649	56362.74253	0
Q1355-2257	3023097025352	16.60	0.10	208.93094	-22.95651	56362.75342	0
Q1355-2257	3023097025352	16.64	0.10	208.93093	-22.95651	56384.63750	0
Q1355-2257	3023097025352	16.69	0.10	208.93095	-22.95649	56384.65010	0
Q1355-2257	3023097025352	16.60	0.10	208.93095	-22.95645	56384.66260	0
Q1355-2257	3023097025352	16.68	0.10	208.93094	-22.95646	56384.67543	0
Q1355-2257	3023097025352	16.65	0.09	208.93094	-22.95649	56398.54766	0
Q1355-2257	3023097025352	16.69	0.09	208.93094	-22.95652	56398.55921	0
Q1355-2257	3023097025352	16.63	0.09	208.93095	-22.95646	56398.57068	0
Q1355-2257	3023097025352	16.65	0.09	208.93095	-22.95648	56398.58214	0
Q1355-2257	3023097025352	16.61	0.09	208.93092	-22.95649	56411.59548	0
Q1355-2257	3023097025352	16.63	0.09	208.93098	-22.95646	56411.60477	0
Q1355-2257	3023097025352	16.59	0.09	208.93096	-22.95651	56411.61407	0
Q1355-2257	3023097025352	16.71	0.09	208.93095	-22.95643	56411.62333	0
Q1355-2257	3023097025352	16.72	0.10	208.93093	-22.95646	56443.45777	0
Q1355-2257	3023097025352	16.59	0.10	208.93094	-22.95646	56443.46763	0
Q1355-2257	3023097025352	16.64	0.10	208.93096	-22.95648	56443.47756	0
Q1355-2257	3023097025352	16.64	0.10	208.93092	-22.95646	56443.48736	0
Q1355-2257	3023097025352	16.75	0.09	208.93093	-22.95650	56475.42798	0
Q1355-2257	3023097025352	16.73	0.09	208.93095	-22.95646	56475.43924	0
Q1355-2257	3023097025352	16.77	0.09	208.93091	-22.95643	56475.45055	0
Q1355-2257	3023097025352	16.74	0.09	208.93100	-22.95643	56475.46188	0
Q1355-2257	3023097025352	16.95	0.15	208.93082	-22.95640	55220.68922	0
Q1355-2257	3023097025352	17.01	0.16	208.93096	-22.95639	55220.69753	0
Q1355-2257	3023097025352	16.85	0.12	208.93092	-22.95640	55270.73985	0
Q1355-2257	3023097025352	16.89	0.12	208.93094	-22.95645	55270.75427	0
Q1355-2257	3023097025352	16.84	0.12	208.93102	-22.95650	55270.76857	0
Q1355-2257	3023097025352	16.91	0.12	208.93094	-22.95642	55325.57824	0
Q1355-2257	3023097025352	16.94	0.13	208.93094	-22.95649	55325.59016	0
Q1355-2257	3023097025352	16.86	0.15	208.93093	-22.95642	55355.51171	0
Q1355-2257	3023097025352	16.94	0.16	208.93099	-22.95642	55355.52231	0
Q1355-2257	3023097025352	16.85	0.12	208.93090	-22.95641	55394.39706	0
HS2209+1914	1118114081112	15.33	0.06	332.87628	19.48714	53480.47892	0
HS2209+1914	1118114081112	15.32	0.06	332.87631	19.48717	53480.48282	0
HS2209+1914	1118114081112	15.31	0.06	332.87634	19.48713	53480.48672	0
HS2209+1914	1118114081112	15.29	0.06	332.87635	19.48712	53480.49060	0
HS2209+1914	1118114081112	15.34	0.06	332.87632	19.48719	53711.10535	0
HS2209+1914	1118114081112	15.34	0.06	332.87634	19.48712	53711.11232	0
HS2209+1914	1118114081112	15.33	0.06	332.87629	19.48718	53711.11934	0
HS2209+1914	1118114081112	15.34	0.06	332.87627	19.48724	53711.12635	0
HS2209+1914	1118114081112	15.34	0.06	332.87636	19.48714	53556.29475	0
HS2209+1914	1118114081112	15.31	0.06	332.87634	19.48715	53556.30122	0
HS2209+1914	1118114081112	15.33	0.06	332.87630	19.48721	53556.30784	0
HS2209+1914	1118114081112	15.31	0.06	332.87627	19.48716	53556.31447	0
HS2209+1914	1118114081112	15.32	0.06	332.87630	19.48709	53559.40627	0
HS2209+1914	1118114081112	15.31	0.06	332.87633	19.48714	53559.41276	0
HS2209+1914	1118114081112	15.33	0.06	332.87631	19.48717	53559.41918	0
HS2209+1914	1118114081112	15.30	0.06	332.87629	19.48715	53559.42563	0
HS2209+1914	1118114081112	16.21	0.07	332.87629	19.48720	53549.41835	0
HS2209+1914	1118114081112	15.44	0.07	332.87669	19.48691	53549.43141	0
HS2209+1914	1118114081112	15.75	0.06	332.87661	19.48684	53549.43794	0
HS2209+1914	1118114081112	15.33	0.06	332.87633	19.48711	53678.09738	0
HS2209+1914	1118114081112	15.30	0.06	332.87630	19.48719	53678.10387	0
HS2209+1914	1118114081112	15.31	0.06	332.87627	19.48717	53678.11045	0
HS2209+1914	1118114081112	15.31	0.06	332.87627	19.48716	53678.11708	0
HS2209+1914	1118114081112	15.32	0.06	332.87632	19.48723	53704.13534	0
HS2209+1914	1118114081112	15.28	0.06	332.87629	19.48718	53704.14234	0
HS2209+1914	1118114081112	15.34	0.06	332.87629	19.48719	53704.14953	0
HS2209+1914	1118114081112	15.35	0.06	332.87627	19.48720	53704.15661	0
HS2209+1914	1118114081112	15.28	0.06	332.87630	19.48717	53654.14970	0
HS2209+1914	1118114081112	15.75	0.07	332.87630	19.48719	53654.15569	0
HS2209+1914	1118114081112	15.27	0.06	332.87640	19.48714	53654.16169	0
HS2209+1914	1118114081112	15.30	0.06	332.87624	19.48712	53654.16768	0
HS2209+1914	1118114081112	15.30	0.06	332.87632	19.48719	53672.09270	0
HS2209+1914	1118114081112	15.31	0.06	332.87636	19.48719	53672.09754	0
HS2209+1914	1118114081112	15.31	0.06	332.87631	19.48722	53672.10253	0
HS2209+1914	1118114081112	15.32	0.06	332.87635	19.48716	53672.10818	0
HS2209+1914	1118114081112	15.31	0.06	332.87629	19.48716	53643.19058	0
HS2209+1914	1118114081112	15.32	0.06	332.87633	19.48716	53643.19760	0
HS2209+1914	1118114081112	15.32	0.06	332.87635	19.48715	53643.20459	0
HS2209+1914	1118114081112	15.29	0.06	332.87637	19.48716	53643.21158	0
HS2209+1914	1118114081112	15.44	0.06	332.87632	19.48717	54079.11578	0
